alamat,luas_tanah,kecamatan,NJOP_Rp_per_m2,Sertifikat,Sewa_per_Bulan,Aksesbilitas,luas_tanah_m2,Jenis_zona,Aksesibilitas,Tingkat_Keamanan,Kepadatan_Penduduk
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,HGB,29325000,Buruk,2346.0,Komersial,Baik,rendah,50470
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,HGB,1126510,Buruk,121.0,Perumahan,Baik,tinggi,181325
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 375 m²,Lakarsantri,1032000,Lainnya,1935000,Buruk,375.0,Industri,Baik,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",,Benowo,1032000,Lainnya,12863880,Baik,2493.0,Industri,Buruk,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 530 m²,Wonokromo,5625000,SHM,14906250,Baik,530.0,Komersial,Buruk,rendah,144650
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 349 m²,Gunung Anyar,1862000,SHM,3249190,Baik,349.0,Industri,Buruk,tinggi,62482
"Jl. Tunjungan No. 1, Genteng, Surabaya",LT : 7200 m²,Genteng,6195000,HGB,223020000,Buruk,7200.0,Komersial,Buruk,tinggi,52924
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 4000 m²,Sambikerep,1032000,SHM,20640000,Baik,4000.0,Industri,Buruk,tinggi,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,SHM,2322000,Baik,450.0,Industri,Baik,rendah,59256
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 1429 m²,Mulyorejo,1416000,Lainnya,10117320,Buruk,1429.0,Perumahan,Baik,tinggi,86545
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,HGB,89830000,Buruk,8983.0,Komersial,Buruk,rendah,87511
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 2000 m²,Sawahan,1416000,SHM,14160000,Buruk,2000.0,Perumahan,Baik,rendah,188693
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,Lainnya,250560100,Buruk,7364.0,Komersial,Buruk,rendah,92014
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 940 m²,Rungkut,2352000,SHM,11054400,Buruk,940.0,Perumahan,Buruk,tinggi,123757
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,HGB,53929625,Baik,1585.0,Komersial,Baik,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 800 m²,Lakarsantri,1032000,SHM,4128000,Baik,800.0,Perumahan,Buruk,tinggi,59256
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,Lainnya,152944000,Baik,9559.0,Komersial,Baik,rendah,61187
"Jl. Petemon No. 77, Sawahan, Surabaya",,Sawahan,1416000,HGB,3518760,Buruk,497.0,Perumahan,Buruk,tinggi,188693
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",,Tambaksari,2352000,HGB,117341280,Buruk,9978.0,Perumahan,Baik,rendah,214966
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 1104 m²,Rungkut,2352000,HGB,12983040,Baik,1104.0,Perumahan,Baik,rendah,123757
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,Lainnya,74805000,Baik,4987.0,Industri,Baik,rendah,75315
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1011 m²,Gunung Anyar,1862000,HGB,9412410,Baik,1011.0,Perumahan,Baik,tinggi,62482
"Jl. Asemrowo No. 1, Surabaya",,Asemrowo,2500000,HGB,712500,Buruk,57.0,Industri,Buruk,tinggi,45547
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 150 m²,Gunung Anyar,1862000,HGB,1396500,Baik,150.0,Industri,Buruk,rendah,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 523 m²,Gunung Anyar,1862000,SHM,4869130,Baik,523.0,Industri,Buruk,rendah,62482
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,65912500,Baik,5273.0,Perumahan,Buruk,tinggi,86897
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,Lainnya,22260000,Baik,1484.0,Industri,Buruk,rendah,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,Lainnya,31093440,Baik,2644.0,Perumahan,Buruk,tinggi,123757
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 44000 m²,Rungkut,2352000,SHM,517440000,Baik,44000.0,Perumahan,Buruk,tinggi,123757
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 578 m²,Lakarsantri,1032000,Lainnya,2982480,Buruk,578.0,Komersial,Baik,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 95 m²,Lakarsantri,1032000,Lainnya,490200,Baik,95.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 375 m²,Lakarsantri,1032000,Lainnya,1935000,Buruk,375.0,Perumahan,Buruk,tinggi,59256
"Jl. Asemrowo No. 1, Surabaya",,Asemrowo,2500000,Lainnya,95662500,Buruk,7653.0,Industri,Buruk,tinggi,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 813 m²,Sukomanunggal,5625000,HGB,22865625,Buruk,813.0,Industri,Buruk,rendah,101259
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,9520000,Baik,476.0,Perumahan,Buruk,tinggi,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 647 m²,Lakarsantri,1032000,HGB,3338520,Baik,647.0,Industri,Buruk,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,SHM,242606250,Buruk,8626.0,Komersial,Buruk,tinggi,144650
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,122050000,Buruk,9764.0,Industri,Buruk,rendah,86897
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1840 m²,Wonokromo,5625000,Lainnya,51750000,Baik,1840.0,Komersial,Baik,tinggi,144650
"Jl. Raya Gubeng No. 60, Surabaya",Lt 2.000 m²,Gubeng,5625000,Lainnya,56250,Buruk,2.0,Komersial,Buruk,tinggi,123961
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 114 m²,Lakarsantri,1032000,Lainnya,588240,Buruk,114.0,Komersial,Buruk,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 40000 m²,Benowo,1032000,HGB,206400000,Baik,40000.0,Industri,Baik,tinggi,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,SHM,64490625,Baik,2293.0,Komersial,Baik,tinggi,144650
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,SHM,75474000,Baik,8386.0,Industri,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT 495m²,Lakarsantri,1032000,SHM,2554200,Buruk,495.0,Industri,Buruk,rendah,59256
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 1125 m²,Wiyung,1416000,Lainnya,7965000,Buruk,1125.0,Komersial,Baik,rendah,71605
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 4000 m²,Wonokromo,5625000,SHM,112500000,Buruk,4000.0,Komersial,Baik,rendah,144650
"Jl. Tunjungan No. 1, Genteng, Surabaya",LT : 600 m²,Genteng,6195000,Lainnya,18585000,Baik,600.0,Komersial,Baik,tinggi,52924
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,SHM,101430000,Buruk,6762.0,Komersial,Baik,rendah,41289
"Jl. Raya Gubeng No. 60, Surabaya",LT : 810 m²,Gubeng,5625000,Lainnya,22781250,Buruk,810.0,Komersial,Baik,rendah,123961
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 2000 m²,Benowo,1032000,HGB,10320000,Buruk,2000.0,Industri,Baik,tinggi,69938
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,HGB,2322000,Baik,450.0,Industri,Baik,rendah,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT 360 m2,Lakarsantri,1032000,HGB,1857600,Baik,360.0,Industri,Baik,rendah,59256
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 400m2,Gunung Anyar,1862000,HGB,3724000,Buruk,400.0,Industri,Buruk,tinggi,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1750 m²,Gunung Anyar,1862000,HGB,16292500,Baik,1750.0,Komersial,Buruk,rendah,62482
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,HGB,24360000,Baik,1218.0,Perumahan,Buruk,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 407 m²,Sambikerep,1032000,SHM,2100120,Buruk,407.0,Industri,Buruk,rendah,63778
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10289 m²,Benowo,1032000,Lainnya,53091240,Baik,10289.0,Industri,Buruk,rendah,69938
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,Lainnya,48600000,Baik,1944.0,Komersial,Buruk,tinggi,56707
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 17700 m²,Mulyorejo,1416000,SHM,125316000,Buruk,17700.0,Komersial,Buruk,rendah,86545
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 634 m²,Wonokromo,5625000,SHM,17831250,Baik,634.0,Komersial,Baik,tinggi,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 612 m²,Tambaksari,2352000,SHM,7197120,Baik,612.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 495 m²,Lakarsantri,1032000,HGB,2554200,Buruk,495.0,Industri,Buruk,rendah,59256
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 820 m²,Wiyung,1416000,SHM,5805600,Buruk,820.0,Perumahan,Baik,tinggi,71605
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 1 m²,Benowo,1032000,Lainnya,5160,Buruk,1.0,Industri,Baik,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 390 m²,Wonokromo,5625000,HGB,10968750,Buruk,390.0,Komersial,Buruk,tinggi,144650
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,Lainnya,55630000,Baik,5563.0,Komersial,Baik,tinggi,87511
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,SHM,17718750,Baik,630.0,Komersial,Buruk,tinggi,144650
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,HGB,46600000,Buruk,3728.0,Industri,Baik,tinggi,50470
"Jl. Raya Gubeng No. 60, Surabaya",,Gubeng,5625000,SHM,164193750,Baik,5838.0,Komersial,Buruk,rendah,123961
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 300 m²,Benowo,1032000,Lainnya,1548000,Buruk,300.0,Industri,Buruk,rendah,69938
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,SHM,112140000,Buruk,7476.0,Perumahan,Baik,rendah,75315
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 22800 m²,Tambaksari,2352000,Lainnya,268128000,Baik,22800.0,Perumahan,Baik,rendah,214966
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,Lainnya,35631000,Baik,3959.0,Industri,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 95 m²,Lakarsantri,1032000,SHM,490200,Buruk,95.0,Industri,Buruk,rendah,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 600 m²,Lakarsantri,1032000,Lainnya,3096000,Buruk,600.0,Komersial,Buruk,rendah,59256
"Jl. Bulak No. 3, Surabaya",,Bulak,1500000,SHM,51990000,Baik,6932.0,Komersial,Buruk,rendah,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 452 m²,Lakarsantri,1032000,Lainnya,2332320,Baik,452.0,Perumahan,Baik,tinggi,59256
"Jl. Bulak No. 3, Surabaya",,Bulak,1500000,SHM,43440000,Baik,5792.0,Perumahan,Buruk,tinggi,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 800 m²,Lakarsantri,1032000,Lainnya,4128000,Baik,800.0,Perumahan,Buruk,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",,Benowo,1032000,SHM,33694800,Buruk,6530.0,Industri,Buruk,rendah,69938
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,SHM,68056100,Baik,7310.0,Perumahan,Buruk,tinggi,181325
"Jl. Kedungdoro No. 1, Surabaya",LT : 450 m²,Tegalsari,6805000,SHM,15311250,Buruk,450.0,Komersial,Buruk,rendah,92014
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",,Wiyung,1416000,HGB,59316240,Baik,8378.0,Komersial,Baik,rendah,71605
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT 2200 m2,Rungkut,2352000,Lainnya,25872000,Buruk,2200.0,Perumahan,Baik,rendah,123757
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1358 m²,Gubeng,5625000,HGB,38193750,Baik,1358.0,Komersial,Baik,tinggi,123961
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,Lainnya,2322000,Buruk,450.0,Komersial,Buruk,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1429 m²,Wonokromo,5625000,Lainnya,40190625,Baik,1429.0,Komersial,Baik,tinggi,144650
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",,Sukomanunggal,5625000,HGB,111290625,Buruk,3957.0,Industri,Buruk,tinggi,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,HGB,142064000,Buruk,8879.0,Industri,Buruk,rendah,61187
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 150 m²,Sambikerep,1032000,HGB,774000,Baik,150.0,Komersial,Baik,rendah,63778
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT 4069m²,Kenjeran,1862000,SHM,37882390,Baik,4069.0,Perumahan,Baik,rendah,181325
"Jl. Kedungdoro No. 1, Surabaya",LT : 3700 m²,Tegalsari,6805000,HGB,125892500,Baik,3700.0,Komersial,Baik,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 575 m²,Lakarsantri,1032000,SHM,2967000,Buruk,575.0,Industri,Baik,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 1260 m²,Lakarsantri,1032000,HGB,6501600,Baik,1260.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 4284 m²,Benowo,1032000,SHM,22105440,Buruk,4284.0,Industri,Buruk,tinggi,69938
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,SHM,97440000,Buruk,6496.0,Perumahan,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 3200 m²,Lakarsantri,1032000,HGB,16512000,Buruk,3200.0,Komersial,Buruk,tinggi,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 10000 m²,Sukomanunggal,5625000,SHM,281250000,Buruk,10000.0,Industri,Baik,rendah,101259
"Jl. Krembangan No. 8, Surabaya",,Krembangan,3500000,SHM,40845000,Buruk,2334.0,Industri,Buruk,rendah,109027
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 1125 m²,Sambikerep,1032000,Lainnya,5805000,Baik,1125.0,Komersial,Baik,tinggi,63778
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 10000 m²,Sawahan,1416000,SHM,70800000,Baik,10000.0,Perumahan,Baik,tinggi,188693
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT 1525m²,Wonokromo,5625000,SHM,42890625,Buruk,1525.0,Komersial,Buruk,rendah,144650
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,SHM,242803125,Buruk,8633.0,Komersial,Baik,tinggi,144650
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 4000 m²,Sukomanunggal,5625000,Lainnya,112500000,Buruk,4000.0,Industri,Baik,tinggi,101259
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,SHM,35624175,Baik,1047.0,Komersial,Buruk,rendah,92014
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 742 m²,Benowo,1032000,SHM,3828720,Buruk,742.0,Industri,Buruk,tinggi,69938
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,Lainnya,103684000,Buruk,7406.0,Perumahan,Buruk,rendah,75315
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,SHM,117060000,Baik,7804.0,Komersial,Buruk,rendah,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 480 m²,Lakarsantri,1032000,SHM,2476800,Buruk,480.0,Perumahan,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1429 m²,Gubeng,5625000,Lainnya,40190625,Baik,1429.0,Komersial,Buruk,rendah,123961
"Jl. Raya Gubeng No. 60, Surabaya",LT : 510 m²,Gubeng,5625000,SHM,14343750,Buruk,510.0,Komersial,Buruk,rendah,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 1482 m²,Rungkut,2352000,HGB,17428320,Baik,1482.0,Perumahan,Baik,rendah,123757
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 40000 m²,Sukomanunggal,5625000,HGB,1125000000,Baik,40000.0,Industri,Baik,tinggi,101259
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 544 m²,Kenjeran,1862000,HGB,5064640,Buruk,544.0,Perumahan,Baik,tinggi,181325
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 800 m²,Lakarsantri,1032000,HGB,4128000,Buruk,800.0,Industri,Buruk,rendah,59256
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 1125 m²,Sawahan,1416000,Lainnya,7965000,Baik,1125.0,Perumahan,Buruk,rendah,188693
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 4000 m²,Wiyung,1416000,Lainnya,28320000,Baik,4000.0,Perumahan,Buruk,rendah,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 630 m²,Lakarsantri,1032000,Lainnya,3250800,Buruk,630.0,Industri,Buruk,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,HGB,47784375,Buruk,1699.0,Komersial,Buruk,tinggi,144650
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 154 m²,Sambikerep,1032000,SHM,794640,Baik,154.0,Industri,Buruk,tinggi,63778
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 552 m²,Kenjeran,1862000,HGB,5139120,Baik,552.0,Perumahan,Buruk,tinggi,181325
"Jl. Raya Gubeng No. 60, Surabaya",LT : 320 m²,Gubeng,5625000,SHM,9000000,Buruk,320.0,Komersial,Buruk,rendah,123961
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,HGB,243857175,Buruk,7167.0,Komersial,Baik,tinggi,92014
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 144 m²,Tambaksari,2352000,SHM,1693440,Baik,144.0,Perumahan,Buruk,rendah,214966
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 1916 m²,Benowo,1032000,HGB,9886560,Buruk,1916.0,Industri,Buruk,tinggi,69938
